state_id,primitive,context,hash_required,audit_required,rollback_point,ethical_check,description
PRIM_socket_listen_CTX_install,socket_listen,install,CONDITIONAL,YES,NO,YES,socket_listen operation in install context
PRIM_socket_listen_CTX_update,socket_listen,update,CONDITIONAL,YES,NO,YES,socket_listen operation in update context
PRIM_socket_listen_CTX_debug,socket_listen,debug,CONDITIONAL,CONDITIONAL,NO,YES,socket_listen operation in debug context
PRIM_socket_listen_CTX_kernel,socket_listen,kernel,CONDITIONAL,CONDITIONAL,NO,YES,socket_listen operation in kernel context
PRIM_socket_listen_CTX_cpu,socket_listen,cpu,CONDITIONAL,CONDITIONAL,NO,YES,socket_listen operation in cpu context
PRIM_socket_listen_CTX_irq,socket_listen,irq,CONDITIONAL,CONDITIONAL,NO,YES,socket_listen operation in irq context
PRIM_socket_listen_CTX_network,socket_listen,network,CONDITIONAL,CONDITIONAL,NO,YES,socket_listen operation in network context
PRIM_socket_listen_CTX_logs,socket_listen,logs,CONDITIONAL,CONDITIONAL,NO,YES,socket_listen operation in logs context
PRIM_socket_listen_CTX_rollback,socket_listen,rollback,CONDITIONAL,YES,NO,YES,socket_listen operation in rollback context
PRIM_socket_listen_CTX_audit,socket_listen,audit,CONDITIONAL,YES,NO,YES,socket_listen operation in audit context
PRIM_socket_listen_CTX_selinux,socket_listen,selinux,CONDITIONAL,CONDITIONAL,NO,YES,socket_listen operation in selinux context
PRIM_socket_listen_CTX_seccomp,socket_listen,seccomp,CONDITIONAL,CONDITIONAL,NO,YES,socket_listen operation in seccomp context
PRIM_socket_listen_CTX_ebpf,socket_listen,ebpf,CONDITIONAL,CONDITIONAL,NO,YES,socket_listen operation in ebpf context
PRIM_socket_listen_CTX_tmpfs,socket_listen,tmpfs,CONDITIONAL,CONDITIONAL,NO,YES,socket_listen operation in tmpfs context
PRIM_socket_listen_CTX_cache,socket_listen,cache,CONDITIONAL,CONDITIONAL,NO,YES,socket_listen operation in cache context
PRIM_socket_listen_CTX_db,socket_listen,db,CONDITIONAL,CONDITIONAL,NO,YES,socket_listen operation in db context
PRIM_ipc_handle_CTX_boot,ipc_handle,boot,CONDITIONAL,CONDITIONAL,NO,YES,ipc_handle operation in boot context
PRIM_ipc_handle_CTX_runtime,ipc_handle,runtime,CONDITIONAL,CONDITIONAL,NO,YES,ipc_handle operation in runtime context
PRIM_ipc_handle_CTX_install,ipc_handle,install,CONDITIONAL,YES,NO,YES,ipc_handle operation in install context
PRIM_ipc_handle_CTX_update,ipc_handle,update,CONDITIONAL,YES,NO,YES,ipc_handle operation in update context
PRIM_ipc_handle_CTX_debug,ipc_handle,debug,CONDITIONAL,CONDITIONAL,NO,YES,ipc_handle operation in debug context
PRIM_ipc_handle_CTX_kernel,ipc_handle,kernel,CONDITIONAL,CONDITIONAL,NO,YES,ipc_handle operation in kernel context
PRIM_ipc_handle_CTX_cpu,ipc_handle,cpu,CONDITIONAL,CONDITIONAL,NO,YES,ipc_handle operation in cpu context
PRIM_ipc_handle_CTX_irq,ipc_handle,irq,CONDITIONAL,CONDITIONAL,NO,YES,ipc_handle operation in irq context
PRIM_ipc_handle_CTX_network,ipc_handle,network,CONDITIONAL,CONDITIONAL,NO,YES,ipc_handle operation in network context
PRIM_ipc_handle_CTX_logs,ipc_handle,logs,CONDITIONAL,CONDITIONAL,NO,YES,ipc_handle operation in logs context
PRIM_ipc_handle_CTX_rollback,ipc_handle,rollback,CONDITIONAL,YES,NO,YES,ipc_handle operation in rollback context
PRIM_ipc_handle_CTX_audit,ipc_handle,audit,CONDITIONAL,YES,NO,YES,ipc_handle operation in audit context
PRIM_ipc_handle_CTX_selinux,ipc_handle,selinux,CONDITIONAL,CONDITIONAL,NO,YES,ipc_handle operation in selinux context
PRIM_ipc_handle_CTX_seccomp,ipc_handle,seccomp,CONDITIONAL,CONDITIONAL,NO,YES,ipc_handle operation in seccomp context
PRIM_ipc_handle_CTX_ebpf,ipc_handle,ebpf,CONDITIONAL,CONDITIONAL,NO,YES,ipc_handle operation in ebpf context
PRIM_ipc_handle_CTX_tmpfs,ipc_handle,tmpfs,CONDITIONAL,CONDITIONAL,NO,YES,ipc_handle operation in tmpfs context
PRIM_ipc_handle_CTX_cache,ipc_handle,cache,CONDITIONAL,CONDITIONAL,NO,YES,ipc_handle operation in cache context
PRIM_ipc_handle_CTX_db,ipc_handle,db,CONDITIONAL,CONDITIONAL,NO,YES,ipc_handle operation in db context
PRIM_module_mount_CTX_boot,module_mount,boot,CONDITIONAL,CONDITIONAL,NO,YES,module_mount operation in boot context
PRIM_module_mount_CTX_runtime,module_mount,runtime,CONDITIONAL,CONDITIONAL,NO,YES,module_mount operation in runtime context
PRIM_module_mount_CTX_install,module_mount,install,CONDITIONAL,YES,NO,YES,module_mount operation in install context
PRIM_module_mount_CTX_update,module_mount,update,CONDITIONAL,YES,NO,YES,module_mount operation in update context
PRIM_module_mount_CTX_debug,module_mount,debug,CONDITIONAL,CONDITIONAL,NO,YES,module_mount operation in debug context
PRIM_module_mount_CTX_kernel,module_mount,kernel,CONDITIONAL,CONDITIONAL,NO,YES,module_mount operation in kernel context
PRIM_module_mount_CTX_cpu,module_mount,cpu,CONDITIONAL,CONDITIONAL,NO,YES,module_mount operation in cpu context
PRIM_module_mount_CTX_irq,module_mount,irq,CONDITIONAL,CONDITIONAL,NO,YES,module_mount operation in irq context
PRIM_module_mount_CTX_network,module_mount,network,CONDITIONAL,CONDITIONAL,NO,YES,module_mount operation in network context
PRIM_module_mount_CTX_logs,module_mount,logs,CONDITIONAL,CONDITIONAL,NO,YES,module_mount operation in logs context
PRIM_module_mount_CTX_rollback,module_mount,rollback,CONDITIONAL,YES,NO,YES,module_mount operation in rollback context
PRIM_module_mount_CTX_audit,module_mount,audit,CONDITIONAL,YES,NO,YES,module_mount operation in audit context
PRIM_module_mount_CTX_selinux,module_mount,selinux,CONDITIONAL,CONDITIONAL,NO,YES,module_mount operation in selinux context
PRIM_module_mount_CTX_seccomp,module_mount,seccomp,CONDITIONAL,CONDITIONAL,NO,YES,module_mount operation in seccomp context
PRIM_module_mount_CTX_ebpf,module_mount,ebpf,CONDITIONAL,CONDITIONAL,NO,YES,module_mount operation in ebpf context
PRIM_module_mount_CTX_tmpfs,module_mount,tmpfs,CONDITIONAL,CONDITIONAL,NO,YES,module_mount operation in tmpfs context
PRIM_module_mount_CTX_cache,module_mount,cache,CONDITIONAL,CONDITIONAL,NO,YES,module_mount operation in cache context
PRIM_module_mount_CTX_db,module_mount,db,CONDITIONAL,CONDITIONAL,NO,YES,module_mount operation in db context
PRIM_module_unmount_CTX_boot,module_unmount,boot,CONDITIONAL,CONDITIONAL,NO,YES,module_unmount operation in boot context
PRIM_module_unmount_CTX_runtime,module_unmount,runtime,CONDITIONAL,CONDITIONAL,NO,YES,module_unmount operation in runtime context
PRIM_module_unmount_CTX_install,module_unmount,install,CONDITIONAL,YES,NO,YES,module_unmount operation in install context
PRIM_module_unmount_CTX_update,module_unmount,update,CONDITIONAL,YES,NO,YES,module_unmount operation in update context
PRIM_module_unmount_CTX_debug,module_unmount,debug,CONDITIONAL,CONDITIONAL,NO,YES,module_unmount operation in debug context
PRIM_module_unmount_CTX_kernel,module_unmount,kernel,CONDITIONAL,CONDITIONAL,NO,YES,module_unmount operation in kernel context
PRIM_module_unmount_CTX_cpu,module_unmount,cpu,CONDITIONAL,CONDITIONAL,NO,YES,module_unmount operation in cpu context
PRIM_module_unmount_CTX_irq,module_unmount,irq,CONDITIONAL,CONDITIONAL,NO,YES,module_unmount operation in irq context
PRIM_module_unmount_CTX_network,module_unmount,network,CONDITIONAL,CONDITIONAL,NO,YES,module_unmount operation in network context
PRIM_module_unmount_CTX_logs,module_unmount,logs,CONDITIONAL,CONDITIONAL,NO,YES,module_unmount operation in logs context
PRIM_module_unmount_CTX_rollback,module_unmount,rollback,CONDITIONAL,YES,NO,YES,module_unmount operation in rollback context
PRIM_module_unmount_CTX_audit,module_unmount,audit,CONDITIONAL,YES,NO,YES,module_unmount operation in audit context
PRIM_module_unmount_CTX_selinux,module_unmount,selinux,CONDITIONAL,CONDITIONAL,NO,YES,module_unmount operation in selinux context
PRIM_module_unmount_CTX_seccomp,module_unmount,seccomp,CONDITIONAL,CONDITIONAL,NO,YES,module_unmount operation in seccomp context
PRIM_module_unmount_CTX_ebpf,module_unmount,ebpf,CONDITIONAL,CONDITIONAL,NO,YES,module_unmount operation in ebpf context
PRIM_module_unmount_CTX_tmpfs,module_unmount,tmpfs,CONDITIONAL,CONDITIONAL,NO,YES,module_unmount operation in tmpfs context
PRIM_module_unmount_CTX_cache,module_unmount,cache,CONDITIONAL,CONDITIONAL,NO,YES,module_unmount operation in cache context
PRIM_module_unmount_CTX_db,module_unmount,db,CONDITIONAL,CONDITIONAL,NO,YES,module_unmount operation in db context
PRIM_su_exec_CTX_boot,su_exec,boot,CONDITIONAL,CONDITIONAL,NO,YES,su_exec operation in boot context
PRIM_su_exec_CTX_runtime,su_exec,runtime,CONDITIONAL,CONDITIONAL,NO,YES,su_exec operation in runtime context
PRIM_su_exec_CTX_install,su_exec,install,CONDITIONAL,YES,NO,YES,su_exec operation in install context
PRIM_su_exec_CTX_update,su_exec,update,CONDITIONAL,YES,NO,YES,su_exec operation in update context
PRIM_su_exec_CTX_debug,su_exec,debug,CONDITIONAL,CONDITIONAL,NO,YES,su_exec operation in debug context
PRIM_su_exec_CTX_kernel,su_exec,kernel,CONDITIONAL,CONDITIONAL,NO,YES,su_exec operation in kernel context
PRIM_su_exec_CTX_cpu,su_exec,cpu,CONDITIONAL,CONDITIONAL,NO,YES,su_exec operation in cpu context
PRIM_su_exec_CTX_irq,su_exec,irq,CONDITIONAL,CONDITIONAL,NO,YES,su_exec operation in irq context
PRIM_su_exec_CTX_network,su_exec,network,CONDITIONAL,CONDITIONAL,NO,YES,su_exec operation in network context
PRIM_su_exec_CTX_logs,su_exec,logs,CONDITIONAL,CONDITIONAL,NO,YES,su_exec operation in logs context
PRIM_su_exec_CTX_rollback,su_exec,rollback,CONDITIONAL,YES,NO,YES,su_exec operation in rollback context
PRIM_su_exec_CTX_audit,su_exec,audit,CONDITIONAL,YES,NO,YES,su_exec operation in audit context
PRIM_su_exec_CTX_selinux,su_exec,selinux,CONDITIONAL,CONDITIONAL,NO,YES,su_exec operation in selinux context
PRIM_su_exec_CTX_seccomp,su_exec,seccomp,CONDITIONAL,CONDITIONAL,NO,YES,su_exec operation in seccomp context
PRIM_su_exec_CTX_ebpf,su_exec,ebpf,CONDITIONAL,CONDITIONAL,NO,YES,su_exec operation in ebpf context
PRIM_su_exec_CTX_tmpfs,su_exec,tmpfs,CONDITIONAL,CONDITIONAL,NO,YES,su_exec operation in tmpfs context
PRIM_su_exec_CTX_cache,su_exec,cache,CONDITIONAL,CONDITIONAL,NO,YES,su_exec operation in cache context
PRIM_su_exec_CTX_db,su_exec,db,CONDITIONAL,CONDITIONAL,NO,YES,su_exec operation in db context
PRIM_su_grant_CTX_boot,su_grant,boot,CONDITIONAL,CONDITIONAL,NO,YES,su_grant operation in boot context
PRIM_su_grant_CTX_runtime,su_grant,runtime,CONDITIONAL,CONDITIONAL,NO,YES,su_grant operation in runtime context
PRIM_su_grant_CTX_install,su_grant,install,CONDITIONAL,YES,NO,YES,su_grant operation in install context
PRIM_su_grant_CTX_update,su_grant,update,CONDITIONAL,YES,NO,YES,su_grant operation in update context
PRIM_su_grant_CTX_debug,su_grant,debug,CONDITIONAL,CONDITIONAL,NO,YES,su_grant operation in debug context
PRIM_su_grant_CTX_kernel,su_grant,kernel,CONDITIONAL,CONDITIONAL,NO,YES,su_grant operation in kernel context
PRIM_su_grant_CTX_cpu,su_grant,cpu,CONDITIONAL,CONDITIONAL,NO,YES,su_grant operation in cpu context
PRIM_su_grant_CTX_irq,su_grant,irq,CONDITIONAL,CONDITIONAL,NO,YES,su_grant operation in irq context
PRIM_su_grant_CTX_network,su_grant,network,CONDITIONAL,CONDITIONAL,NO,YES,su_grant operation in network context
PRIM_su_grant_CTX_logs,su_grant,logs,CONDITIONAL,CONDITIONAL,NO,YES,su_grant operation in logs context
PRIM_su_grant_CTX_rollback,su_grant,rollback,CONDITIONAL,YES,NO,YES,su_grant operation in rollback context
PRIM_su_grant_CTX_audit,su_grant,audit,CONDITIONAL,YES,NO,YES,su_grant operation in audit context
PRIM_su_grant_CTX_selinux,su_grant,selinux,CONDITIONAL,CONDITIONAL,NO,YES,su_grant operation in selinux context
PRIM_su_grant_CTX_seccomp,su_grant,seccomp,CONDITIONAL,CONDITIONAL,NO,YES,su_grant operation in seccomp context
PRIM_su_grant_CTX_ebpf,su_grant,ebpf,CONDITIONAL,CONDITIONAL,NO,YES,su_grant operation in ebpf context
PRIM_su_grant_CTX_tmpfs,su_grant,tmpfs,CONDITIONAL,CONDITIONAL,NO,YES,su_grant operation in tmpfs context
PRIM_su_grant_CTX_cache,su_grant,cache,CONDITIONAL,CONDITIONAL,NO,YES,su_grant operation in cache context
PRIM_su_grant_CTX_db,su_grant,db,CONDITIONAL,CONDITIONAL,NO,YES,su_grant operation in db context
PRIM_su_deny_CTX_boot,su_deny,boot,CONDITIONAL,CONDITIONAL,NO,YES,su_deny operation in boot context
PRIM_su_deny_CTX_runtime,su_deny,runtime,CONDITIONAL,CONDITIONAL,NO,YES,su_deny operation in runtime context
PRIM_su_deny_CTX_install,su_deny,install,CONDITIONAL,YES,NO,YES,su_deny operation in install context
PRIM_su_deny_CTX_update,su_deny,update,CONDITIONAL,YES,NO,YES,su_deny operation in update context
PRIM_su_deny_CTX_debug,su_deny,debug,CONDITIONAL,CONDITIONAL,NO,YES,su_deny operation in debug context
PRIM_su_deny_CTX_kernel,su_deny,kernel,CONDITIONAL,CONDITIONAL,NO,YES,su_deny operation in kernel context
PRIM_su_deny_CTX_cpu,su_deny,cpu,CONDITIONAL,CONDITIONAL,NO,YES,su_deny operation in cpu context
PRIM_su_deny_CTX_irq,su_deny,irq,CONDITIONAL,CONDITIONAL,NO,YES,su_deny operation in irq context
PRIM_su_deny_CTX_network,su_deny,network,CONDITIONAL,CONDITIONAL,NO,YES,su_deny operation in network context
PRIM_su_deny_CTX_logs,su_deny,logs,CONDITIONAL,CONDITIONAL,NO,YES,su_deny operation in logs context
PRIM_su_deny_CTX_rollback,su_deny,rollback,CONDITIONAL,YES,NO,YES,su_deny operation in rollback context
PRIM_su_deny_CTX_audit,su_deny,audit,CONDITIONAL,YES,NO,YES,su_deny operation in audit context
PRIM_su_deny_CTX_selinux,su_deny,selinux,CONDITIONAL,CONDITIONAL,NO,YES,su_deny operation in selinux context
PRIM_su_deny_CTX_seccomp,su_deny,seccomp,CONDITIONAL,CONDITIONAL,NO,YES,su_deny operation in seccomp context
PRIM_su_deny_CTX_ebpf,su_deny,ebpf,CONDITIONAL,CONDITIONAL,NO,YES,su_deny operation in ebpf context
PRIM_su_deny_CTX_tmpfs,su_deny,tmpfs,CONDITIONAL,CONDITIONAL,NO,YES,su_deny operation in tmpfs context
PRIM_su_deny_CTX_cache,su_deny,cache,CONDITIONAL,CONDITIONAL,NO,YES,su_deny operation in cache context
PRIM_su_deny_CTX_db,su_deny,db,CONDITIONAL,CONDITIONAL,NO,YES,su_deny operation in db context
PRIM_hide_enable_CTX_boot,hide_enable,boot,CONDITIONAL,CONDITIONAL,NO,YES,hide_enable operation in boot context
PRIM_hide_enable_CTX_runtime,hide_enable,runtime,CONDITIONAL,CONDITIONAL,NO,YES,hide_enable operation in runtime context
PRIM_hide_enable_CTX_install,hide_enable,install,CONDITIONAL,YES,NO,YES,hide_enable operation in install context
PRIM_hide_enable_CTX_update,hide_enable,update,CONDITIONAL,YES,NO,YES,hide_enable operation in update context
PRIM_hide_enable_CTX_debug,hide_enable,debug,CONDITIONAL,CONDITIONAL,NO,YES,hide_enable operation in debug context
PRIM_hide_enable_CTX_kernel,hide_enable,kernel,CONDITIONAL,CONDITIONAL,NO,YES,hide_enable operation in kernel context
PRIM_hide_enable_CTX_cpu,hide_enable,cpu,CONDITIONAL,CONDITIONAL,NO,YES,hide_enable operation in cpu context
PRIM_hide_enable_CTX_irq,hide_enable,irq,CONDITIONAL,CONDITIONAL,NO,YES,hide_enable operation in irq context
PRIM_hide_enable_CTX_network,hide_enable,network,CONDITIONAL,CONDITIONAL,NO,YES,hide_enable operation in network context
PRIM_hide_enable_CTX_logs,hide_enable,logs,CONDITIONAL,CONDITIONAL,NO,YES,hide_enable operation in logs context
PRIM_hide_enable_CTX_rollback,hide_enable,rollback,CONDITIONAL,YES,NO,YES,hide_enable operation in rollback context
PRIM_hide_enable_CTX_audit,hide_enable,audit,CONDITIONAL,YES,NO,YES,hide_enable operation in audit context
PRIM_hide_enable_CTX_selinux,hide_enable,selinux,CONDITIONAL,CONDITIONAL,NO,YES,hide_enable operation in selinux context
PRIM_hide_enable_CTX_seccomp,hide_enable,seccomp,CONDITIONAL,CONDITIONAL,NO,YES,hide_enable operation in seccomp context
PRIM_hide_enable_CTX_ebpf,hide_enable,ebpf,CONDITIONAL,CONDITIONAL,NO,YES,hide_enable operation in ebpf context
PRIM_hide_enable_CTX_tmpfs,hide_enable,tmpfs,CONDITIONAL,CONDITIONAL,NO,YES,hide_enable operation in tmpfs context
PRIM_hide_enable_CTX_cache,hide_enable,cache,CONDITIONAL,CONDITIONAL,NO,YES,hide_enable operation in cache context
PRIM_hide_enable_CTX_db,hide_enable,db,CONDITIONAL,CONDITIONAL,NO,YES,hide_enable operation in db context
PRIM_module_install_CTX_boot,module_install,boot,YES,CONDITIONAL,YES,YES,module_install operation in boot context
PRIM_module_install_CTX_runtime,module_install,runtime,YES,CONDITIONAL,YES,YES,module_install operation in runtime context
PRIM_module_install_CTX_install,module_install,install,YES,YES,YES,YES,module_install operation in install context
PRIM_module_install_CTX_update,module_install,update,YES,YES,YES,YES,module_install operation in update context
PRIM_module_install_CTX_debug,module_install,debug,YES,CONDITIONAL,YES,YES,module_install operation in debug context
PRIM_module_install_CTX_kernel,module_install,kernel,YES,CONDITIONAL,YES,YES,module_install operation in kernel context
PRIM_module_install_CTX_cpu,module_install,cpu,YES,CONDITIONAL,YES,YES,module_install operation in cpu context
PRIM_module_install_CTX_irq,module_install,irq,YES,CONDITIONAL,YES,YES,module_install operation in irq context
PRIM_module_install_CTX_network,module_install,network,YES,CONDITIONAL,YES,YES,module_install operation in network context
PRIM_module_install_CTX_logs,module_install,logs,YES,CONDITIONAL,YES,YES,module_install operation in logs context
PRIM_module_install_CTX_rollback,module_install,rollback,YES,YES,YES,YES,module_install operation in rollback context
PRIM_module_install_CTX_audit,module_install,audit,YES,YES,YES,YES,module_install operation in audit context
PRIM_module_install_CTX_selinux,module_install,selinux,YES,CONDITIONAL,YES,YES,module_install operation in selinux context
PRIM_module_install_CTX_seccomp,module_install,seccomp,YES,CONDITIONAL,YES,YES,module_install operation in seccomp context
PRIM_module_install_CTX_ebpf,module_install,ebpf,YES,CONDITIONAL,YES,YES,module_install operation in ebpf context
PRIM_module_install_CTX_tmpfs,module_install,tmpfs,YES,CONDITIONAL,YES,YES,module_install operation in tmpfs context
PRIM_module_install_CTX_cache,module_install,cache,YES,CONDITIONAL,YES,YES,module_install operation in cache context
PRIM_module_install_CTX_db,module_install,db,YES,CONDITIONAL,YES,YES,module_install operation in db context
PRIM_module_remove_CTX_boot,module_remove,boot,CONDITIONAL,CONDITIONAL,NO,YES,module_remove operation in boot context
PRIM_module_remove_CTX_runtime,module_remove,runtime,CONDITIONAL,CONDITIONAL,NO,YES,module_remove operation in runtime context
PRIM_module_remove_CTX_install,module_remove,install,CONDITIONAL,YES,NO,YES,module_remove operation in install context
PRIM_module_remove_CTX_update,module_remove,update,CONDITIONAL,YES,NO,YES,module_remove operation in update context
PRIM_module_remove_CTX_debug,module_remove,debug,CONDITIONAL,CONDITIONAL,NO,YES,module_remove operation in debug context
PRIM_module_remove_CTX_kernel,module_remove,kernel,CONDITIONAL,CONDITIONAL,NO,YES,module_remove operation in kernel context
PRIM_module_remove_CTX_cpu,module_remove,cpu,CONDITIONAL,CONDITIONAL,NO,YES,module_remove operation in cpu context
PRIM_module_remove_CTX_irq,module_remove,irq,CONDITIONAL,CONDITIONAL,NO,YES,module_remove operation in irq context
PRIM_module_remove_CTX_network,module_remove,network,CONDITIONAL,CONDITIONAL,NO,YES,module_remove operation in network context
PRIM_module_remove_CTX_logs,module_remove,logs,CONDITIONAL,CONDITIONAL,NO,YES,module_remove operation in logs context
PRIM_module_remove_CTX_rollback,module_remove,rollback,CONDITIONAL,YES,NO,YES,module_remove operation in rollback context
PRIM_module_remove_CTX_audit,module_remove,audit,CONDITIONAL,YES,NO,YES,module_remove operation in audit context
PRIM_module_remove_CTX_selinux,module_remove,selinux,CONDITIONAL,CONDITIONAL,NO,YES,module_remove operation in selinux context
PRIM_module_remove_CTX_seccomp,module_remove,seccomp,CONDITIONAL,CONDITIONAL,NO,YES,module_remove operation in seccomp context
PRIM_module_remove_CTX_ebpf,module_remove,ebpf,CONDITIONAL,CONDITIONAL,NO,YES,module_remove operation in ebpf context
PRIM_module_remove_CTX_tmpfs,module_remove,tmpfs,CONDITIONAL,CONDITIONAL,NO,YES,module_remove operation in tmpfs context
PRIM_module_remove_CTX_cache,module_remove,cache,CONDITIONAL,CONDITIONAL,NO,YES,module_remove operation in cache context
PRIM_module_remove_CTX_db,module_remove,db,CONDITIONAL,CONDITIONAL,NO,YES,module_remove operation in db context
PRIM_module_enable_CTX_boot,module_enable,boot,CONDITIONAL,CONDITIONAL,NO,YES,module_enable operation in boot context
PRIM_module_enable_CTX_runtime,module_enable,runtime,CONDITIONAL,CONDITIONAL,NO,YES,module_enable operation in runtime context
PRIM_module_enable_CTX_install,module_enable,install,CONDITIONAL,YES,NO,YES,module_enable operation in install context
PRIM_module_enable_CTX_update,module_enable,update,CONDITIONAL,YES,NO,YES,module_enable operation in update context
PRIM_module_enable_CTX_debug,module_enable,debug,CONDITIONAL,CONDITIONAL,NO,YES,module_enable operation in debug context
PRIM_module_enable_CTX_kernel,module_enable,kernel,CONDITIONAL,CONDITIONAL,NO,YES,module_enable operation in kernel context
PRIM_module_enable_CTX_cpu,module_enable,cpu,CONDITIONAL,CONDITIONAL,NO,YES,module_enable operation in cpu context
PRIM_module_enable_CTX_irq,module_enable,irq,CONDITIONAL,CONDITIONAL,NO,YES,module_enable operation in irq context
PRIM_module_enable_CTX_network,module_enable,network,CONDITIONAL,CONDITIONAL,NO,YES,module_enable operation in network context
PRIM_module_enable_CTX_logs,module_enable,logs,CONDITIONAL,CONDITIONAL,NO,YES,module_enable operation in logs context
PRIM_module_enable_CTX_rollback,module_enable,rollback,CONDITIONAL,YES,NO,YES,module_enable operation in rollback context
PRIM_module_enable_CTX_audit,module_enable,audit,CONDITIONAL,YES,NO,YES,module_enable operation in audit context
PRIM_module_enable_CTX_selinux,module_enable,selinux,CONDITIONAL,CONDITIONAL,NO,YES,module_enable operation in selinux context
PRIM_module_enable_CTX_seccomp,module_enable,seccomp,CONDITIONAL,CONDITIONAL,NO,YES,module_enable operation in seccomp context
PRIM_module_enable_CTX_ebpf,module_enable,ebpf,CONDITIONAL,CONDITIONAL,NO,YES,module_enable operation in ebpf context
PRIM_module_enable_CTX_tmpfs,module_enable,tmpfs,CONDITIONAL,CONDITIONAL,NO,YES,module_enable operation in tmpfs context
PRIM_module_enable_CTX_cache,module_enable,cache,CONDITIONAL,CONDITIONAL,NO,YES,module_enable operation in cache context
PRIM_module_enable_CTX_db,module_enable,db,CONDITIONAL,CONDITIONAL,NO,YES,module_enable operation in db context
PRIM_module_disable_CTX_boot,module_disable,boot,CONDITIONAL,CONDITIONAL,NO,YES,module_disable operation in boot context
PRIM_module_disable_CTX_runtime,module_disable,runtime,CONDITIONAL,CONDITIONAL,NO,YES,module_disable operation in runtime context
PRIM_module_disable_CTX_install,module_disable,install,CONDITIONAL,YES,NO,YES,module_disable operation in install context
PRIM_module_disable_CTX_update,module_disable,update,CONDITIONAL,YES,NO,YES,module_disable operation in update context
PRIM_module_disable_CTX_debug,module_disable,debug,CONDITIONAL,CONDITIONAL,NO,YES,module_disable operation in debug context
PRIM_module_disable_CTX_kernel,module_disable,kernel,CONDITIONAL,CONDITIONAL,NO,YES,module_disable operation in kernel context
PRIM_module_disable_CTX_cpu,module_disable,cpu,CONDITIONAL,CONDITIONAL,NO,YES,module_disable operation in cpu context
PRIM_module_disable_CTX_irq,module_disable,irq,CONDITIONAL,CONDITIONAL,NO,YES,module_disable operation in irq context
PRIM_module_disable_CTX_network,module_disable,network,CONDITIONAL,CONDITIONAL,NO,YES,module_disable operation in network context
PRIM_module_disable_CTX_logs,module_disable,logs,CONDITIONAL,CONDITIONAL,NO,YES,module_disable operation in logs context
PRIM_module_disable_CTX_rollback,module_disable,rollback,CONDITIONAL,YES,NO,YES,module_disable operation in rollback context
PRIM_module_disable_CTX_audit,module_disable,audit,CONDITIONAL,YES,NO,YES,module_disable operation in audit context
PRIM_module_disable_CTX_selinux,module_disable,selinux,CONDITIONAL,CONDITIONAL,NO,YES,module_disable operation in selinux context
PRIM_module_disable_CTX_seccomp,module_disable,seccomp,CONDITIONAL,CONDITIONAL,NO,YES,module_disable operation in seccomp context
PRIM_module_disable_CTX_ebpf,module_disable,ebpf,CONDITIONAL,CONDITIONAL,NO,YES,module_disable operation in ebpf context
PRIM_module_disable_CTX_tmpfs,module_disable,tmpfs,CONDITIONAL,CONDITIONAL,NO,YES,module_disable operation in tmpfs context
PRIM_module_disable_CTX_cache,module_disable,cache,CONDITIONAL,CONDITIONAL,NO,YES,module_disable operation in cache context
PRIM_module_disable_CTX_db,module_disable,db,CONDITIONAL,CONDITIONAL,NO,YES,module_disable operation in db context
PRIM_module_update_CTX_boot,module_update,boot,CONDITIONAL,CONDITIONAL,YES,YES,module_update operation in boot context
PRIM_module_update_CTX_runtime,module_update,runtime,CONDITIONAL,CONDITIONAL,YES,YES,module_update operation in runtime context
PRIM_module_update_CTX_install,module_update,install,CONDITIONAL,YES,YES,YES,module_update operation in install context
PRIM_module_update_CTX_update,module_update,update,CONDITIONAL,YES,YES,YES,module_update operation in update context
PRIM_module_update_CTX_debug,module_update,debug,CONDITIONAL,CONDITIONAL,YES,YES,module_update operation in debug context
PRIM_module_update_CTX_kernel,module_update,kernel,CONDITIONAL,CONDITIONAL,YES,YES,module_update operation in kernel context
PRIM_module_update_CTX_cpu,module_update,cpu,CONDITIONAL,CONDITIONAL,YES,YES,module_update operation in cpu context
PRIM_module_update_CTX_irq,module_update,irq,CONDITIONAL,CONDITIONAL,YES,YES,module_update operation in irq context
PRIM_module_update_CTX_network,module_update,network,CONDITIONAL,CONDITIONAL,YES,YES,module_update operation in network context
PRIM_module_update_CTX_logs,module_update,logs,CONDITIONAL,CONDITIONAL,YES,YES,module_update operation in logs context
PRIM_module_update_CTX_rollback,module_update,rollback,CONDITIONAL,YES,YES,YES,module_update operation in rollback context
PRIM_module_update_CTX_audit,module_update,audit,CONDITIONAL,YES,YES,YES,module_update operation in audit context
PRIM_module_update_CTX_selinux,module_update,selinux,CONDITIONAL,CONDITIONAL,YES,YES,module_update operation in selinux context
PRIM_module_update_CTX_seccomp,module_update,seccomp,CONDITIONAL,CONDITIONAL,YES,YES,module_update operation in seccomp context
PRIM_module_update_CTX_ebpf,module_update,ebpf,CONDITIONAL,CONDITIONAL,YES,YES,module_update operation in ebpf context
PRIM_module_update_CTX_tmpfs,module_update,tmpfs,CONDITIONAL,CONDITIONAL,YES,YES,module_update operation in tmpfs context
PRIM_module_update_CTX_cache,module_update,cache,CONDITIONAL,CONDITIONAL,YES,YES,module_update operation in cache context
PRIM_module_update_CTX_db,module_update,db,CONDITIONAL,CONDITIONAL,YES,YES,module_update operation in db context
